ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00011963,Jan,3,Sunday,Honda,Urban,Monday,Jan,3,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,5111,11,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00008014,Jul,2,Sunday,Chevrolet,Urban,Tuesday,Jul,2,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,890,6,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00008572,Jul,1,Tuesday,Pontiac,Urban,Thursday,Jul,2,Male,Married,43,Third Party,Sedan - Liability,Sport,20000 to 29000,0,2392,6,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00006689,Dec,4,Thursday,Toyota,Urban,Thursday,Dec,4,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14856,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00000635,Jul,2,Saturday,Mazda,Urban,Friday,Jul,3,Male,Married,34,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,14061,12,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1996,Collision
CL00010749,Apr,2,Sunday,Pontiac,Urban,Tuesday,Apr,2,Male,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3871,3,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00008214,Feb,3,Friday,Nisson,Urban,Wednesday,Mar,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8771,4,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
CL00002460,Jul,3,Friday,Chevrolet,Urban,Monday,Jul,3,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,5105,10,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002414,Jan,3,Sunday,Chevrolet,Urban,Tuesday,Jan,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1787,2,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00001661,Sep,1,Monday,Accura,Urban,Friday,Sep,2,Male,Single,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,6060,7,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00001704,Dec,2,Sunday,Mazda,Urban,Monday,Dec,2,Male,Married,65,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,7889,15,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00012587,Dec,2,Sunday,Honda,Urban,Wednesday,Feb,3,Male,Single,0,Policy Holder,Utility - Liability,Utility,more than 69000,0,7473,12,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
CL00013210,Nov,5,Monday,Pontiac,Urban,Monday,Nov,5,Male,Single,19,Third Party,Sedan - All Perils,Sedan,less than 20000,0,12892,13,400,1,more than 30,more than 30,2 to 4,2 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00014400,Dec,4,Tuesday,Mazda,Urban,Tuesday,Dec,4,Female,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12103,6,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00001079,May,3,Monday,Pontiac,Urban,Friday,Jun,1,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15139,8,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00005318,Sep,3,Saturday,Mazda,Urban,Wednesday,Sep,5,Male,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6474,12,400,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00004973,Jul,1,Friday,Honda,Urban,Monday,Jul,3,Male,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,2356,15,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00009806,Jan,1,Sunday,Chevrolet,Urban,Monday,Jan,2,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13767,4,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00000329,Feb,3,Thursday,Pontiac,Urban,Monday,Feb,3,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,10154,11,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,5 to 8,1995,All Perils
CL00005960,Jan,1,Tuesday,Pontiac,Urban,Thursday,Jan,1,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2840,16,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00011970,Aug,3,Wednesday,Honda,Urban,Monday,Sep,3,Male,Single,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6999,15,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
CL00012417,Feb,1,Saturday,Honda,Urban,Tuesday,Feb,2,Female,Married,29,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10475,9,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
CL00010817,Jan,4,Friday,Honda,Urban,Monday,Jan,4,Female,Single,26,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3704,10,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00011577,Oct,2,Saturday,Toyota,Urban,Tuesday,Oct,4,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,14943,12,400,1,8 to 15,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00003685,Nov,3,Wednesday,Toyota,Urban,Friday,Nov,3,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4716,7,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1994,All Perils
CL00012263,Dec,2,Tuesday,Chevrolet,Urban,Wednesday,Dec,3,Female,Single,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1258,8,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00005276,Jan,2,Tuesday,Toyota,Rural,Thursday,Jan,2,Male,Married,26,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3363,5,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,3 to 4,1994,All Perils
CL00010222,Aug,1,Thursday,Honda,Urban,Tuesday,Aug,3,Male,Married,46,Third Party,Sport - Collision,Sport,more than 69000,0,2160,4,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00014017,May,5,Saturday,Chevrolet,Urban,Tuesday,Jun,3,Male,Married,60,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,4081,14,500,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
CL00010868,Oct,4,Monday,Chevrolet,Rural,Thursday,Oct,4,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,6745,13,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00002743,Mar,4,Sunday,Mazda,Urban,Thursday,Mar,5,Male,Married,45,Third Party,Sedan - Liability,Sport,20000 to 29000,0,7401,7,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00001431,Dec,2,Tuesday,Pontiac,Urban,Thursday,Dec,3,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,14323,12,700,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1996,All Perils
CL00001003,Sep,4,Monday,Chevrolet,Urban,Monday,Oct,1,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6653,8,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00003909,Sep,3,Friday,Mazda,Urban,Wednesday,Sep,4,Male,Single,34,Third Party,Sport - Collision,Sport,more than 69000,0,6462,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1995,Collision
CL00013030,Jul,3,Thursday,Pontiac,Urban,Wednesday,Sep,5,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9365,15,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
CL00004176,Mar,3,Monday,Mazda,Urban,Tuesday,Mar,4,Female,Married,40,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6177,5,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00003828,Jan,4,Monday,Honda,Urban,Tuesday,Feb,1,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,824,6,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00002343,Oct,5,Monday,Honda,Urban,Monday,Nov,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6764,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
CL00002174,May,1,Friday,Pontiac,Urban,Wednesday,May,2,Male,Married,63,Policy Holder,Utility - All Perils,Utility,more than 69000,0,9883,6,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00009031,Aug,2,Tuesday,Pontiac,Urban,Wednesday,Aug,2,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6436,16,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00001201,Mar,3,Wednesday,Mazda,Urban,Friday,Mar,4,Male,Married,54,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,11026,8,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00013014,May,1,Wednesday,Mazda,Rural,Thursday,May,2,Male,Married,28,Policy Holder,Utility - All Perils,Utility,more than 69000,0,14294,12,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00014413,Nov,3,Sunday,Pontiac,Urban,Monday,Nov,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4630,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00014462,Sep,3,Wednesday,Honda,Rural,Friday,Sep,3,Male,Married,34,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,6397,8,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,All Perils
CL00012347,Apr,2,Thursday,Accura,Urban,Thursday,Apr,3,Male,Married,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12418,12,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00001723,Jul,4,Sunday,Honda,Urban,Monday,Sep,1,Male,Married,52,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,6973,12,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
CL00011732,Oct,2,Friday,Pontiac,Urban,Monday,Dec,1,Male,Single,23,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11365,15,400,2,more than 30,more than 30,2 to 4,2 years,26 to 30,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00001784,Dec,4,Thursday,Mazda,Urban,Tuesday,Dec,4,Male,Married,59,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13307,7,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00013390,May,2,Tuesday,Honda,Urban,Monday,Jun,2,Male,Married,42,Policy Holder,Sport - Collision,Sport,more than 69000,0,6854,11,400,1,more than 30,more than 30,none,3 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00004710,Feb,1,Wednesday,Honda,Urban,Thursday,Feb,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8879,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00011849,May,5,Monday,Toyota,Urban,Thursday,Jun,1,Male,Married,40,Third Party,Sedan - Liability,Sport,30000 to 39000,0,995,11,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00011933,Nov,4,Wednesday,Honda,Urban,Friday,Dec,3,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13192,1,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00011271,Feb,3,Thursday,Pontiac,Urban,Friday,Feb,3,Male,Married,76,Third Party,Sedan - All Perils,Sedan,less than 20000,0,9958,13,400,3,more than 30,more than 30,none,7 years,over 65,No,Yes,External,none,no change,1 vehicle,1995,All Perils
CL00012757,Dec,3,Thursday,Honda,Urban,Friday,Jan,3,Male,Married,57,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12019,15,400,2,more than 30,more than 30,1,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability
CL00000284,May,2,Tuesday,Pontiac,Urban,Wednesday,May,2,Male,Married,60,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5208,3,400,4,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,1994,Liability
CL00008803,Jan,5,Tuesday,Mazda,Urban,Friday,Feb,1,Female,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3428,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00009471,Feb,4,Saturday,Pontiac,Urban,Tuesday,Feb,5,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2228,8,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
CL00003254,Jul,1,Thursday,Pontiac,Rural,Monday,Oct,3,Female,Single,22,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2741,15,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,Yes,No,External,none,no change,1 vehicle,1994,Liability
CL00014382,Apr,2,Wednesday,Mazda,Rural,Wednesday,Apr,3,Male,Married,31,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3734,3,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00008998,Apr,5,Thursday,Toyota,Urban,Monday,May,1,Male,Married,27,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2700,6,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00006515,Mar,1,Friday,Mazda,Urban,Monday,Mar,1,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6319,15,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00007515,Mar,2,Thursday,Honda,Urban,Friday,Jun,2,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,4192,4,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
CL00006646,Jun,2,Sunday,Chevrolet,Rural,Wednesday,Jun,4,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6635,9,700,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00011194,Oct,1,Thursday,Toyota,Rural,Monday,Oct,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,14906,3,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00009359,Aug,4,Wednesday,VW,Urban,Friday,Sep,1,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,2601,8,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00003707,Oct,2,Saturday,Chevrolet,Urban,Monday,Oct,2,Male,Married,51,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1594,6,400,3,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00014713,Aug,1,Thursday,Toyota,Urban,Tuesday,Aug,2,Male,Married,36,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4374,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00006575,Aug,2,Tuesday,Toyota,Urban,Thursday,Aug,3,Female,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2598,5,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
CL00002031,Jul,5,Friday,Toyota,Urban,Friday,Aug,1,Male,Single,36,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9050,15,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00005660,Aug,5,Wednesday,Honda,Urban,Friday,Sep,1,Male,Married,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15271,6,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00005634,May,2,Saturday,Chevrolet,Urban,Tuesday,May,3,Male,Married,46,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12201,16,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability
CL00011935,Jan,3,Monday,Nisson,Urban,Wednesday,Jan,4,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,10114,6,400,1,8 to 15,15 to 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
CL00006931,Jul,3,Monday,Honda,Urban,Tuesday,Aug,2,Male,Married,40,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1986,16,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00010740,Aug,4,Friday,Chevrolet,Urban,Friday,Sep,1,Female,Married,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1261,7,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,All Perils
CL00000399,Feb,2,Wednesday,Chevrolet,Urban,Monday,Feb,2,Male,Married,27,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9976,15,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Liability
CL00009327,Jan,2,Thursday,Mazda,Urban,Tuesday,Jan,3,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,10265,4,400,3,more than 30,more than 30,none,7 years,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00005417,Feb,4,Saturday,Toyota,Urban,Thursday,Mar,1,Male,Married,63,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5658,8,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
CL00005877,Jul,2,Sunday,VW,Urban,Wednesday,Jul,2,Male,Married,39,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,10832,3,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00006926,Sep,2,Saturday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6770,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00005638,Jul,3,Saturday,Honda,Rural,Monday,Jul,3,Male,Married,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2908,14,500,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,Collision
CL00006577,Dec,3,Saturday,Accura,Urban,Sunday,Jan,1,Male,Married,41,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1025,4,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00010309,May,3,Saturday,Pontiac,Urban,Monday,May,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,7601,11,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
CL00015127,Jun,3,Tuesday,Chevrolet,Urban,Tuesday,Jul,1,Male,Married,58,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9258,1,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00007255,Sep,5,Wednesday,Toyota,Urban,Tuesday,Oct,1,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1865,10,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
